* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 35, 1, 1
21003, forest, dreamwoods:thaumic_grove, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
21004, forest, dreamwoods:thaumic_grove, CREATURE, minecraft:sheep, 40, 5, 5
21005, forest, dreamwoods:thaumic_grove, CREATURE, minecraft:pig, 40, 4, 4
21006, forest, dreamwoods:thaumic_grove, CREATURE, minecraft:chicken, 40, 4, 4
21007, forest, dreamwoods:thaumic_grove, CREATURE, minecraft:cow, 40, 4, 4
21008, forest, dreamwoods:thaumic_grove, CREATURE, minecraft:wolf, 20, 4, 4
21009, forest, dreamwoods:thaumic_grove, CREATURE, hexerei:crow, 5, 2, 5
21010, forest, dreamwoods:thaumic_grove, CREATURE, crittersandcompanions:ferret, 5, 2, 3
21011, forest, dreamwoods:thaumic_grove, CREATURE, crittersandcompanions:jumping_spider, 5, 1, 1
21012, forest, dreamwoods:thaumic_grove, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
21013, forest, dreamwoods:thaumic_grove, CREATURE, vintagevibes:butterfly, 5, 8, 8
21014, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:grizzly_bear, 20, 2, 3
21015, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:raccoon, 20, 2, 4
21016, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:crow, 5, 3, 5
21017, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:tasmanian_devil, 20, 1, 2
21018, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:skunk, 20, 1, 2
21019, forest, dreamwoods:thaumic_grove, CREATURE, alexsmobs:blue_jay, 20, 2, 4
21020, forest, dreamwoods:thaumic_grove, CREATURE, ars_nouveau:drygmy, 20, 1, 2
21021, forest, dreamwoods:thaumic_grove, CREATURE, ghosts:ghost, 20, 1, 2
21022, forest, dreamwoods:thaumic_grove, CREATURE, ghosts:small_ghost, 20, 1, 3
21023, forest, dreamwoods:thaumic_grove, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
21024, forest, dreamwoods:thaumic_grove, CREATURE, faunify:hedgehog, 5, 2, 3
21025, forest, dreamwoods:thaumic_grove, CREATURE, faunify:mouse, 10, 3, 5
21026, forest, dreamwoods:thaumic_grove, CREATURE, faunify:opossum, 5, 2, 2
21027, forest, dreamwoods:thaumic_grove, CREATURE, alshanex_familiars:druid_pet, 20, 1, 1
21028, forest, dreamwoods:thaumic_grove, CREATURE, alshanex_familiars:hunter_pet, 20, 2, 2
21029, forest, dreamwoods:thaumic_grove, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
21030, forest, dreamwoods:thaumic_grove, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
21031, forest, dreamwoods:thaumic_grove, CREATURE, faunify:weasel, 3, 2, 3
21032, forest, dreamwoods:thaumic_grove, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
21033, forest, dreamwoods:thaumic_grove, AMBIENT, minecraft:bat, 20, 8, 8
21034, forest, dreamwoods:thaumic_grove, AMBIENT, crittersandcompanions:leaf_insect, 20, 1, 1
21035, forest, dreamwoods:thaumic_grove, AMBIENT, alexsmobs:fly, 4, 2, 3
21036, forest, dreamwoods:thaumic_grove, AMBIENT, alexsmobs:cockroach, 20, 5, 5
21037, forest, dreamwoods:thaumic_grove, AMBIENT, terramity:blue_fairy, 15, 1, 2
21038, forest, dreamwoods:thaumic_grove, AMBIENT, terramity:cave_gnome, 5, 1, 3
21039, forest, dreamwoods:thaumic_grove, AMBIENT, terramity:green_fairy, 5, 2, 3
21040, forest, dreamwoods:thaumic_grove, AMBIENT, terramity:pink_fairy, 15, 1, 2
21041, forest, dreamwoods:thaumic_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
21042, forest, dreamwoods:thaumic_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
21043, forest, dreamwoods:thaumic_grove, WATER_CREATURE, minecraft:glow_squid, 20, 1, 4
21044, forest, dreamwoods:thaumic_grove, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
21045, forest, dreamwoods:thaumic_grove, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
21046, forest, dreamwoods:thaumic_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
21047, forest, dreamwoods:thaumic_grove, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
21048, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
21049, the_end, minecraft:the_end, MONSTER, alexsmobs:farseer, 35, 1, 1
21050, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
21051, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
21052, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
21053, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
21054, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
21055, the_end, minecraft:the_end, MONSTER, ancient_elements:boulder, 20, 1, 1
21056, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
21057, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
21058, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
21059, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
21060, the_end, minecraft:the_end, MONSTER, ancient_elements:dig, 10, 1, 1
21061, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
21062, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
21063, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
21064, the_end, minecraft:the_end, MONSTER, ancient_elements:drimble, 5, 1, 1
21065, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
21066, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
21067, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
21068, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
21069, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
21070, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
21071, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 20, 1, 1
21072, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
21073, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
21074, the_end, minecraft:the_end, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
21075, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
21076, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
21077, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
21078, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
21079, the_end, minecraft:the_end, MONSTER, ancient_elements:scamp, 20, 1, 1
21080, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
21081, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
21082, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
21083, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
21084, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
21085, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
21086, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
21087, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
21088, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
21089, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
21090, the_end, minecraft:the_end, MONSTER, terramity:uvogre, 5, 1, 1
21091, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
21092, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
21093, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
21094, the_end, minecraft:the_end, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
21095, the_end, minecraft:the_end, CREATURE, faunify:hedgehog, 5, 2, 3
21096, the_end, minecraft:the_end, CREATURE, alshanex_familiars:archmage_pet, 20, 1, 1
21097, the_end, minecraft:the_end, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
21098, the_end, minecraft:the_end, AMBIENT, alexsmobs:cosmic_cod, 20, 9, 13
21099, the_end, minecraft:the_end, AMBIENT, terramity:blue_fairy, 15, 1, 2
21100, the_end, minecraft:the_end, AMBIENT, terramity:cave_gnome, 5, 1, 3
21101, the_end, minecraft:the_end, AMBIENT, terramity:green_fairy, 5, 2, 3
21102, the_end, minecraft:the_end, AMBIENT, terramity:pink_fairy, 15, 1, 2
21103, the_end, minecraft:the_end, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
21104, the_end, minecraft:the_end, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
21105, none, minecraft:the_void, MONSTER, alexsmobs:farseer, 35, 1, 1
21106, none, minecraft:the_void, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
21107, none, minecraft:the_void, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
21108, none, minecraft:the_void, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
21109, none, minecraft:the_void, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
21110, none, minecraft:the_void, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
21111, none, minecraft:the_void, MONSTER, ancient_elements:boulder, 20, 1, 1
21112, none, minecraft:the_void, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
21113, none, minecraft:the_void, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
21114, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
21115, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
21116, none, minecraft:the_void, MONSTER, ancient_elements:dig, 10, 1, 1
21117, none, minecraft:the_void, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
21118, none, minecraft:the_void, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
21119, none, minecraft:the_void, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
21120, none, minecraft:the_void, MONSTER, ancient_elements:drimble, 5, 1, 1
21121, none, minecraft:the_void, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
21122, none, minecraft:the_void, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
21123, none, minecraft:the_void, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
21124, none, minecraft:the_void, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
21125, none, minecraft:the_void, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
21126, none, minecraft:the_void, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
21127, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 20, 1, 1
21128, none, minecraft:the_void, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
21129, none, minecraft:the_void, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
21130, none, minecraft:the_void, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
21131, none, minecraft:the_void, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
21132, none, minecraft:the_void, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
21133, none, minecraft:the_void, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
21134, none, minecraft:the_void, MONSTER, ancient_elements:scamp, 20, 1, 1
21135, none, minecraft:the_void, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
21136, none, minecraft:the_void, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
21137, none, minecraft:the_void, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
21138, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
21139, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
21140, none, minecraft:the_void, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
21141, none, minecraft:the_void, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
21142, none, minecraft:the_void, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
21143, none, minecraft:the_void, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
21144, none, minecraft:the_void, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
21145, none, minecraft:the_void, MONSTER, terramity:uvogre, 5, 1, 1
21146, none, minecraft:the_void, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
21147, none, minecraft:the_void, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
21148, none, minecraft:the_void, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
21149, none, minecraft:the_void, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
21150, none, minecraft:the_void, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
21151, none, minecraft:the_void, AMBIENT, terramity:blue_fairy, 15, 1, 2
21152, none, minecraft:the_void, AMBIENT, terramity:cave_gnome, 5, 1, 3
21153, none, minecraft:the_void, AMBIENT, terramity:green_fairy, 5, 2, 3
21154, none, minecraft:the_void, AMBIENT, terramity:pink_fairy, 15, 1, 2
21155, none, minecraft:the_void, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
21156, none, minecraft:the_void, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
21157, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:spider, 20, 4, 4
21158, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:zombie, 20, 4, 4
21159, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:zombie_villager, 20, 1, 1
21160, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:skeleton, 20, 4, 4
21161, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:creeper, 20, 4, 4
21162, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:slime, 20, 4, 4
21163, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:enderman, 15, 1, 4
21164, extreme_hills, dreamwoods:thermal_springs, MONSTER, minecraft:witch, 10, 1, 1
21165, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:bewereager, 10, 1, 2
21166, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:cliff_hanger, 10, 1, 1
21167, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:ghoul, 12, 1, 1
21168, extreme_hills, dreamwoods:thermal_springs, MONSTER, embers:ancient_golem, 8, 1, 1
21169, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:limpet, 15, 1, 1
21170, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:quake, 20, 1, 1
21171, extreme_hills, dreamwoods:thermal_springs, MONSTER, species:wicked, 5, 1, 3
21172, extreme_hills, dreamwoods:thermal_springs, MONSTER, alexsmobs:centipede_head, 35, 1, 1
21173, extreme_hills, dreamwoods:thermal_springs, MONSTER, alexsmobs:farseer, 35, 1, 1
21174, extreme_hills, dreamwoods:thermal_springs, MONSTER, alexsmobs:murmur, 20, 1, 1
21175, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
21176, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
21177, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
21178, extreme_hills, dreamwoods:thermal_springs, MONSTER, quark:stoneling, 5, 1, 1
21179, extreme_hills, dreamwoods:thermal_springs, MONSTER, quark:toretoise, 5, 2, 4
21180, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
21181, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
21182, extreme_hills, dreamwoods:thermal_springs, MONSTER, ancient_elements:boulder, 20, 1, 1
21183, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
21184, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
21185, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
21186, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 5, 1, 1
21187, extreme_hills, dreamwoods:thermal_springs, MONSTER, ancient_elements:dig, 10, 1, 1
21188, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:dire_hound_leader, 5, 1, 1
21189, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:door_knight, 5, 1, 1
21190, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:dread_hound, 5, 3, 5
21191, extreme_hills, dreamwoods:thermal_springs, MONSTER, ancient_elements:drimble, 5, 1, 1
21192, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
21193, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:krampus, 20, 1, 1
21194, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:krampus_henchman, 20, 2, 3
21195, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
21196, extreme_hills, dreamwoods:thermal_springs, MONSTER, adamsarsplus:mage, 20, 1, 2
21197, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
21198, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:reaper, 10, 1, 1
21199, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:wraith, 10, 1, 1
21200, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:web_spider, 5, 4, 4
21201, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:warlock, 20, 1, 1
21202, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:heretic, 20, 1, 1
21203, extreme_hills, dreamwoods:thermal_springs, MONSTER, goety:maverick, 20, 1, 1
21204, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:mother_spider, 2, 1, 1
21205, extreme_hills, dreamwoods:thermal_springs, MONSTER, mowziesmobs:grottol, 20, 1, 1
21206, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:mr_pumpkin, 5, 1, 3
21207, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:mrs_pumpkin, 5, 1, 1
21208, extreme_hills, dreamwoods:thermal_springs, MONSTER, mutantmonsters:mutant_creeper, 5, 1, 1
21209, extreme_hills, dreamwoods:thermal_springs, MONSTER, mutantmonsters:mutant_enderman, 5, 1, 1
21210, extreme_hills, dreamwoods:thermal_springs, MONSTER, mutantmonsters:mutant_skeleton, 5, 1, 1
21211, extreme_hills, dreamwoods:thermal_springs, MONSTER, mutantmonsters:mutant_zombie, 5, 1, 1
21212, extreme_hills, dreamwoods:thermal_springs, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
21213, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
21214, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
21215, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
21216, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:restless_spirit, 5, 1, 1
21217, extreme_hills, dreamwoods:thermal_springs, MONSTER, ancient_elements:scamp, 20, 1, 1
21218, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:senor_pumpkin, 5, 1, 2
21219, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:siamese_skeletons, 5, 1, 1
21220, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 5, 1, 1
21221, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:skeleton_demoman, 3, 1, 1
21222, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 5, 1, 1
21223, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 5 2, 2
21224, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:spirit_guide, 5, 1, 1
21225, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:spiritof_chaos, 5, 1, 1
21226, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 5, 1, 1
21227, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:swarmer, 5, 1, 1
21228, extreme_hills, dreamwoods:thermal_springs, MONSTER, ancient_elements:undead_miner, 20, 1, 2
21229, extreme_hills, dreamwoods:thermal_springs, MONSTER, terramity:uvogre, 5, 1, 1
21230, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:zombie_bruiser, 5, 1, 1
21231, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:zombie_clown, 5, 1, 1
21232, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:zombie_fisherman, 5, 1, 1
21233, extreme_hills, dreamwoods:thermal_springs, MONSTER, born_in_chaos_v1:zombie_lumberjack, 5, 1, 1
21234, extreme_hills, dreamwoods:thermal_springs, CREATURE, minecraft:sheep, 40, 5, 5
21235, extreme_hills, dreamwoods:thermal_springs, CREATURE, minecraft:pig, 40, 4, 4
21236, extreme_hills, dreamwoods:thermal_springs, CREATURE, minecraft:chicken, 40, 4, 4
21237, extreme_hills, dreamwoods:thermal_springs, CREATURE, minecraft:cow, 40, 4, 4
21238, extreme_hills, dreamwoods:thermal_springs, CREATURE, minecraft:rabbit, 20, 2, 3
21239, extreme_hills, dreamwoods:thermal_springs, CREATURE, forbidden_arcanus:lost_soul, 20, 1, 3
21240, extreme_hills, dreamwoods:thermal_springs, CREATURE, alexsmobs:sunbird, 20, 1, 1
21241, extreme_hills, dreamwoods:thermal_springs, CREATURE, quark:shiba, 5, 1, 3
21242, extreme_hills, dreamwoods:thermal_springs, CREATURE, ars_nouveau:drygmy, 20, 1, 2
21243, extreme_hills, dreamwoods:thermal_springs, CREATURE, ars_nouveau:gift_starby, 20, 1, 1
21244, extreme_hills, dreamwoods:thermal_springs, CREATURE, ars_nouveau:starbuncle, 20, 1, 2
21245, extreme_hills, dreamwoods:thermal_springs, CREATURE, born_in_chaos_v1:thornshell_crab, 5, 1, 1
21246, extreme_hills, dreamwoods:thermal_springs, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
21247, extreme_hills, dreamwoods:thermal_springs, AMBIENT, minecraft:bat, 20, 8, 8
21248, extreme_hills, dreamwoods:thermal_springs, AMBIENT, alexsmobs:fly, 4, 2, 3
21249, extreme_hills, dreamwoods:thermal_springs, AMBIENT, alexsmobs:cockroach, 20, 5, 5
21250, extreme_hills, dreamwoods:thermal_springs, AMBIENT, terramity:blue_fairy, 15, 1, 2
21251, extreme_hills, dreamwoods:thermal_springs, AMBIENT, terramity:cave_gnome, 5, 1, 3
21252, extreme_hills, dreamwoods:thermal_springs, AMBIENT, terramity:green_fairy, 5, 2, 3
21253, extreme_hills, dreamwoods:thermal_springs, AMBIENT, terramity:pink_fairy, 15, 1, 2
21254, extreme_hills, dreamwoods:thermal_springs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
21255, extreme_hills, dreamwoods:thermal_springs, UNDERGROUND_WATER_CREATURE, species:deepfish, 5, 4, 6
21256, extreme_hills, dreamwoods:thermal_springs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 5, 3, 5
21257, extreme_hills, dreamwoods:thermal_springs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 5, 1, 1
21258, extreme_hills, dreamwoods:thermal_springs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 20, 5, 12
21259, extreme_hills, dreamwoods:thermal_springs, WATER_AMBIENT, fintastic:minnow, 5, 3, 8
21260, none, foolish:thicket, MONSTER, minecraft:zombie, 20, 4, 4
21261, none, foolish:thicket, MONSTER, minecraft:skeleton, 20, 4, 4
21262, none, foolish:thicket, MONSTER, minecraft:spider, 20, 4, 4
21263, none, foolish:thicket, MONSTER, species:bewereager, 10, 1, 2
21264, none, foolish:thicket, MONSTER, species:cliff_hanger, 10, 1, 1
21265, none, foolish:thicket, MONSTER, species:ghoul, 12, 1, 1
21266, none, foolish:thicket, MONSTER, embers:ancient_golem, 8, 1, 1
21267, none, foolish:thicket, MONSTER, species:limpet, 15, 1, 1
21268, none, foolish:thicket, MONSTER, species:quake, 20, 1, 1
21269, none, foolish:thicket, MONSTER, species:wicked, 5, 1, 3
21270, none, foolish:thicket, MONSTER, alexsmobs:centipede_head, 35, 1, 1
21271, none, foolish:thicket, MONSTER, alexsmobs:farseer, 35, 1, 1
21272, none, foolish:thicket, MONSTER, alexsmobs:murmur, 20, 1, 1
21273, none, foolish:thicket, MONSTER, born_in_chaos_v1:baby_skeleton, 5, 1, 2
21274, none, foolish:thicket, MONSTER, born_in_chaos_v1:baby_spider, 5, 3, 5
21275, none, foolish:thicket, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
21276, none, foolish:thicket, MONSTER, quark:stoneling, 5, 1, 1
21277, none, foolish:thicket, MONSTER, quark:toretoise, 5, 2, 4
21278, none, foolish:thicket, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
21279, none, foolish:thicket, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
21280, none, foolish:thicket, MONSTER, ancient_elements:boulder, 20, 1, 1
21281, none, foolish:thicket, MONSTER, born_in_chaos_v1:corpse_fly, 5, 1, 3
21282, none, foolish:thicket, MONSTER, born_in_chaos_v1:dark_vortex, 5, 1, 1
21283, none, foolish:thicket, MONSTER, born_in_chaos_v1:decaying_zombie, 5, 1, 1
